Client_ID,Nom,Prenom,Type_Client,Statut_Client,Type_Compte,Age,Wilaya,Secteur_Activite,Type_Credit,Anciennete_Client_Ans,Revenu_Mensuel_DZD,Charges_Mensuelles_DZD,Montant_Credit_DZD,Echeance_Mensuelle_DZD,Duree_Credit_Mois,Taux_Interet_Pct,Utilisation_Credit_Pct,Historique_Paiement,Retards_30J,Retards_90J,Jours_Impayes,Decouvert_90J,Volatilite_Cashflow_Pct,Solde_Moyen_DZD,Garantie_Couverture_Pct
BNA001330,Touati,Nabil,Particulier,Actif,Compte entreprise,37,Constantine,Industrie,Crédit équipement,8.3,94900.0,40400.0,1008000.0,18700.0,72,10.04,56.4,0.568,3,0,45,3,33.1,-16500.0,100.1
BNA001331,Benyahia,Samir,Professionnel,Actif,Compte épargne,38,Biskra,BTPH,Crédit immobilier,10.9,318800.0,163100.0,2049000.0,52100.0,48,10.1,87.5,0.364,1,0,5,4,29.7,179800.0,54.2
BNA001332,Belkacem,Oussama,Particulier,Actif,Compte épargne,57,Annaba,Agriculture,Crédit personnel,5.4,216100.0,159700.0,2006000.0,171300.0,12,4.48,66.2,0.656,2,0,60,1,47.3,-170200.0,73.3
BNA001333,Touati,Youcef,PME,Actif,Compte épargne,63,Biskra,Industrie,Crédit équipement,4.7,772400.0,227600.0,6323000.0,117000.0,60,4.19,36.3,0.795,0,0,0,0,24.1,2044500.0,77.4
BNA001334,Haddad,Kamel,Particulier,Actif,Compte courant,27,Béjaïa,Commerce,Crédit d'investissement,8.2,73300.0,15000.0,611000.0,15300.0,48,9.25,46.9,0.784,0,0,0,0,17.1,86900.0,123.6
BNA001335,Benali,Aymen,Professionnel,Actif,Compte épargne,42,Oran,Santé,Crédit d'exploitation,8.2,198700.0,124300.0,1039000.0,19300.0,60,4.43,97.8,0.332,4,4,10,1,47.9,257300.0,57.9
BNA001336,Larbi,Anis,Particulier,Actif,Compte entreprise,65,Annaba,Agriculture,Crédit immobilier,6.5,122400.0,76100.0,1055000.0,46900.0,24,6.33,73.2,0.457,4,1,120,2,7.0,7900.0,76.0
BNA001337,Hadji,Islam,Grande Entreprise,Actif,Compte courant,65,Laghouat,Transport,Crédit d'exploitation,9.7,2714700.0,1030900.0,14628000.0,247600.0,72,6.75,79.1,0.339,1,2,90,1,33.7,1033100.0,26.9
BNA001338,Guediri,Islam,Particulier,Actif,Compte épargne,23,Béjaïa,Industrie,Crédit équipement,11.4,121900.0,47100.0,1859000.0,39500.0,60,9.95,100.0,0.644,4,1,150,2,60.3,-68000.0,78.3
BNA001339,Slimani,Ahmed,Particulier,Actif,Compte courant,40,Laghouat,Commerce,Crédit immobilier,13.6,76500.0,29000.0,744000.0,13900.0,72,10.29,74.1,0.328,2,0,30,6,16.5,-53600.0,108.0
BNA001340,Haddad,Mourad,PME,Actif,Compte courant,63,Djelfa,Services,Crédit d'exploitation,2.9,681000.0,89800.0,6992000.0,156400.0,48,3.52,15.7,0.519,1,0,0,0,20.2,2187800.0,129.1
BNA001341,Haddad,Mourad,Particulier,Actif,Compte professionnel,35,Tlemcen,Santé,Crédit d'exploitation,4.4,126000.0,90700.0,1363000.0,62100.0,24,8.65,63.6,0.234,0,0,15,1,28.1,-3600.0,44.4
BNA001342,Saidi,Oussama,Particulier,Actif,Compte entreprise,48,Annaba,Agriculture,Crédit d'investissement,9.1,89300.0,56500.0,1082000.0,26400.0,48,8.06,64.8,0.227,2,2,180,0,58.7,-82900.0,60.2
BNA001343,Nouri,Mohamed,Particulier,Actif,Compte entreprise,23,Alger,Pharmacie,Crédit d'exploitation,8.6,179700.0,66200.0,2953000.0,72900.0,48,8.59,23.5,0.632,2,0,0,1,22.6,348800.0,59.4
BNA001344,Brahimi,Sofiane,Particulier,Actif,Compte épargne,23,Constantine,Transport,Crédit équipement,10.2,140200.0,112600.0,3551000.0,68700.0,60,6.04,69.9,0.032,3,0,10,2,35.2,162800.0,54.1
BNA001345,Belkacem,Mohamed,Particulier,Actif,Compte entreprise,56,Constantine,Pharmacie,Crédit personnel,15.4,99400.0,15000.0,789000.0,12900.0,84,9.4,33.7,0.832,1,0,0,0,29.2,210500.0,81.1
BNA001346,Touati,Ahmed,Professionnel,Actif,Compte courant,61,Laghouat,Services,Crédit d'exploitation,11.9,106100.0,76500.0,1854000.0,38200.0,60,8.64,67.1,0.208,1,0,10,1,33.9,84900.0,69.5
BNA001347,Chibani,Rachid,Particulier,Actif,Compte courant,25,Constantine,Pharmacie,Crédit personnel,8.8,101100.0,38500.0,706000.0,13800.0,60,6.36,20.1,0.532,0,0,0,0,26.0,310000.0,132.7
BNA001348,Cherif,Anis,Professionnel,Actif,Compte épargne,46,Oran,BTPH,Crédit d'exploitation,7.4,179900.0,125000.0,1300000.0,22600.0,72,7.69,65.2,0.289,1,2,15,3,44.4,-101800.0,84.4
BNA001349,Meziane,Mohamed,Particulier,Actif,Compte courant,48,Alger,Industrie,Crédit personnel,1.9,129700.0,99700.0,854000.0,19400.0,48,4.3,82.2,0.631,1,0,30,0,67.2,45700.0,63.7
BNA001350,Guediri,Samir,Particulier,Actif,Compte entreprise,51,Batna,Pharmacie,Crédit équipement,5.3,54900.0,40400.0,337000.0,6400.0,60,5.26,95.2,0.24,2,3,120,1,40.7,50500.0,51.1
BNA001351,Gacem,Rachid,Professionnel,Actif,Compte courant,40,Constantine,Commerce,Crédit d'exploitation,5.1,476000.0,334700.0,9505000.0,180700.0,60,5.31,86.3,0.299,0,2,30,1,35.9,208100.0,113.5
BNA001352,Mansouri,Adel,Particulier,Actif,Compte entreprise,56,Alger,Industrie,Crédit d'investissement,13.0,86800.0,15000.0,588000.0,13200.0,48,3.73,3.2,0.809,0,1,0,0,5.3,319400.0,89.8
BNA001353,Rahmani,Ilyes,Particulier,Actif,Compte courant,63,Tlemcen,Industrie,Crédit d'exploitation,16.7,127100.0,90900.0,967000.0,82700.0,12,4.81,65.6,0.216,4,0,10,3,21.5,-119300.0,79.6
BNA001354,Dahmani,Kamel,Particulier,Actif,Compte courant,24,Blida,Santé,Crédit immobilier,5.0,105900.0,21600.0,789000.0,19200.0,48,7.87,18.9,0.831,1,0,15,0,15.1,305600.0,96.2
BNA001355,Larbi,Bilal,Particulier,Actif,Compte courant,36,Biskra,Industrie,Crédit immobilier,6.9,50400.0,28500.0,589000.0,14000.0,48,6.75,90.3,0.204,0,1,30,4,47.6,6800.0,41.9
BNA001356,Touati,Oussama,PME,Actif,Compte courant,65,Batna,Services,Crédit d'investissement,7.9,345300.0,278800.0,2624000.0,42900.0,72,5.51,70.0,0.18,2,3,90,2,29.5,-13000.0,49.1
BNA001357,Larbi,Amine,Particulier,Actif,Compte épargne,43,Annaba,Agriculture,Crédit d'exploitation,6.7,158700.0,81300.0,1253000.0,37100.0,36,4.11,82.1,0.411,3,1,30,4,53.4,77500.0,71.7
BNA001358,Mokhtar,Sofiane,Particulier,Actif,Compte courant,50,Blida,Industrie,Crédit d'exploitation,2.8,75700.0,58200.0,1200000.0,19800.0,72,5.91,72.7,0.191,1,2,90,3,42.0,-7400.0,71.5
BNA001359,Boudiaf,Karim,Grande Entreprise,Actif,Compte entreprise,28,Tlemcen,Pharmacie,Crédit d'investissement,7.5,969600.0,535200.0,4314000.0,63300.0,84,6.15,54.6,0.806,1,1,90,4,35.3,539600.0,54.0
BNA001360,Djelloul,Amine,PME,Inactif,Compte courant,45,Tlemcen,Industrie,Crédit équipement,18.6,1467100.0,664700.0,10867000.0,189400.0,72,7.79,71.9,0.163,3,0,90,0,30.5,485500.0,49.5
BNA001361,Guediri,Anis,Particulier,Inactif,Compte épargne,51,Tlemcen,Agriculture,Crédit équipement,6.3,72800.0,37000.0,930000.0,28800.0,36,7.11,100.0,0.267,1,0,90,1,22.3,79300.0,69.4
BNA001362,Belaid,Ibrahim,Grande Entreprise,Actif,Compte professionnel,38,Béjaïa,Industrie,Crédit immobilier,8.5,1833700.0,274000.0,7617000.0,171800.0,48,3.94,13.6,0.951,0,0,0,0,16.6,2990300.0,49.5
BNA001363,Djelloul,Adel,Particulier,Actif,Compte professionnel,32,Djelfa,BTPH,Crédit équipement,3.6,98000.0,54900.0,755000.0,15000.0,60,7.1,89.1,0.373,0,0,90,0,27.2,217100.0,39.2
BNA001364,Khelifi,Ilyes,Particulier,Actif,Compte entreprise,49,Blida,Transport,Crédit d'investissement,3.9,135400.0,19400.0,1083000.0,22000.0,60,8.11,34.2,0.763,0,0,0,0,31.0,67400.0,169.0
BNA001365,Amrani,Mourad,Professionnel,Actif,Compte courant,24,Annaba,Services,Crédit équipement,7.5,497900.0,195900.0,3324000.0,66800.0,60,7.61,42.3,0.683,0,0,15,0,25.2,1423500.0,115.3
BNA001366,Larbi,Mohamed,PME,Actif,Compte courant,34,Annaba,Pharmacie,Crédit équipement,2.3,612600.0,382300.0,2801000.0,65800.0,48,6.0,76.9,0.313,2,2,150,0,48.2,269700.0,68.4
BNA001367,Zerrouki,Nassim,PME,Actif,Compte professionnel,36,Annaba,Transport,Crédit d'investissement,8.8,1117100.0,827100.0,5962000.0,100800.0,72,6.72,82.3,0.46,3,3,45,2,30.6,-1072300.0,47.6
BNA001368,Hadji,Nassim,Particulier,Actif,Compte professionnel,58,Batna,BTPH,Crédit immobilier,2.5,65800.0,30700.0,492000.0,15600.0,36,8.69,76.3,0.585,2,1,90,0,76.5,47300.0,58.5
BNA001369,Djelloul,Abdelkader,PME,Actif,Compte épargne,23,Batna,Industrie,Crédit personnel,2.5,961900.0,681000.0,8024000.0,127200.0,72,4.44,67.9,0.388,2,1,5,1,43.3,414900.0,68.2
BNA001370,Mansouri,Imad,Particulier,Actif,Compte professionnel,62,Sétif,Pharmacie,Crédit personnel,8.9,85000.0,29300.0,925000.0,29500.0,36,9.16,9.0,0.765,1,0,30,0,17.0,-39000.0,57.2
BNA001371,Zerrouki,Yacine,Grande Entreprise,Actif,Compte entreprise,60,Blida,BTPH,Crédit équipement,9.2,4536200.0,2063100.0,18231000.0,541400.0,36,4.39,70.5,0.469,2,1,120,3,38.0,-976400.0,90.0
BNA001372,Benyahia,Tarek,PME,Actif,Compte épargne,25,Blida,Services,Crédit équipement,6.0,619800.0,154900.0,10682000.0,162900.0,72,3.13,19.7,0.669,0,0,0,0,13.0,1969800.0,92.5
BNA001373,Dahmani,Karim,Particulier,Actif,Compte courant,35,Sétif,Industrie,Crédit d'exploitation,1.6,91500.0,62400.0,755000.0,22700.0,36,5.15,62.3,0.258,2,1,10,1,54.4,-83800.0,79.3
BNA001374,Rahmani,Abdelkader,PME,Actif,Compte professionnel,31,Béjaïa,Santé,Crédit d'exploitation,7.0,496100.0,210700.0,5403000.0,97800.0,72,9.14,67.5,0.558,0,0,45,2,78.4,-339500.0,40.6
BNA001375,Benyahia,Samir,PME,Actif,Compte épargne,26,Tlemcen,Transport,Crédit immobilier,6.2,255400.0,169200.0,3304000.0,61600.0,60,4.49,64.2,0.607,1,0,45,3,30.7,-116100.0,63.8
BNA001376,Slimani,Tarek,PME,Actif,Compte courant,59,Béjaïa,Agriculture,Crédit personnel,3.8,690200.0,187700.0,4971000.0,89400.0,60,3.05,20.4,0.534,0,0,0,2,22.1,843300.0,73.8
BNA001377,Saidi,Imad,Grande Entreprise,Actif,Compte entreprise,32,Tlemcen,Transport,Crédit d'investissement,7.1,476500.0,68900.0,2450000.0,54600.0,48,3.37,29.6,0.886,0,0,0,1,25.1,1225000.0,78.4
BNA001378,Mansouri,Mohamed,Particulier,Actif,Compte entreprise,33,Sétif,Pharmacie,Crédit immobilier,3.5,93200.0,68100.0,1510000.0,29500.0,60,6.41,84.0,0.649,1,1,30,1,32.2,24100.0,69.7
BNA001379,Dahmani,Youcef,Particulier,Actif,Compte professionnel,30,Blida,Transport,Crédit d'exploitation,3.3,85200.0,28600.0,1122000.0,21200.0,60,4.97,30.9,0.811,1,0,0,0,31.1,156300.0,88.0
BNA001380,Gacem,Islam,Particulier,Actif,Compte courant,61,Béjaïa,Commerce,Crédit d'investissement,9.2,62000.0,17700.0,395000.0,11900.0,36,5.27,23.4,0.69,0,0,0,0,34.1,188300.0,59.4
BNA001381,Benali,Mourad,Particulier,Actif,Compte professionnel,26,Alger,Services,Crédit immobilier,5.6,81500.0,15000.0,874000.0,26400.0,36,5.4,13.2,0.781,0,1,0,0,28.0,36000.0,55.4
BNA001382,Mebarki,Bilal,Particulier,Actif,Compte épargne,23,Alger,Agriculture,Crédit personnel,10.3,101100.0,68800.0,826000.0,35500.0,24,3.09,91.5,0.067,1,1,90,0,33.4,60100.0,60.3
BNA001383,Larbi,Nabil,Particulier,Actif,Compte entreprise,43,Batna,BTPH,Crédit d'exploitation,8.7,63100.0,19500.0,349000.0,10900.0,36,7.57,9.8,0.945,0,0,0,0,21.4,206300.0,114.7
BNA001384,Belaid,Nabil,Particulier,Actif,Compte courant,34,Oran,Commerce,Crédit immobilier,7.3,96200.0,46700.0,829000.0,16400.0,60,7.07,86.0,0.423,0,2,30,1,54.6,55700.0,26.4
BNA001385,Saidi,Salim,Particulier,Actif,Compte courant,51,Alger,Industrie,Crédit immobilier,5.4,108500.0,44300.0,1224000.0,55800.0,24,8.75,45.5,0.629,2,1,30,1,58.0,88000.0,88.1
BNA001386,Amrani,Bilal,Particulier,Actif,Compte entreprise,39,Tlemcen,Santé,Crédit d'investissement,5.2,94800.0,28500.0,554000.0,17600.0,36,8.93,78.5,0.351,2,0,60,3,36.7,-94000.0,75.4
BNA001387,Nouri,Kamel,Particulier,Actif,Compte courant,24,Blida,Transport,Crédit équipement,5.0,201400.0,128400.0,1032000.0,30600.0,36,4.25,83.1,0.104,1,0,90,4,39.2,-156300.0,61.3
BNA001388,Touati,Nabil,Particulier,Actif,Compte épargne,29,Constantine,Commerce,Crédit d'exploitation,13.4,67700.0,31800.0,952000.0,16300.0,72,7.24,79.3,0.113,2,0,45,1,49.6,-22600.0,66.7
BNA001389,Mokhtar,Oussama,Particulier,Actif,Compte épargne,27,Tlemcen,Transport,Crédit équipement,2.6,184400.0,82400.0,675000.0,19900.0,36,3.85,71.5,0.149,2,2,45,2,18.4,-249100.0,47.8
BNA001390,Boudiaf,Anis,PME,Actif,Compte professionnel,60,Oran,Transport,Crédit d'exploitation,2.6,357600.0,201000.0,2414000.0,36800.0,72,3.14,85.7,0.93,1,0,45,3,35.9,744100.0,40.6
BNA001391,Nouri,Mourad,Particulier,Actif,Compte professionnel,58,Tlemcen,Agriculture,Crédit d'exploitation,16.3,145800.0,69800.0,991000.0,31100.0,36,8.09,81.9,0.017,4,2,60,3,47.8,-72600.0,5.7
BNA001392,Benali,Imad,Professionnel,Actif,Compte épargne,43,Djelfa,Pharmacie,Crédit d'exploitation,6.6,161900.0,87200.0,1831000.0,28100.0,72,3.34,94.1,0.612,2,2,15,3,52.2,330500.0,0.6
BNA001393,Cherif,Bilal,Particulier,Inactif,Compte courant,43,Béjaïa,Transport,Crédit personnel,7.7,165700.0,60400.0,966000.0,19600.0,60,8.01,98.4,0.468,5,1,90,2,46.2,132800.0,43.9
BNA001394,Belkacem,Kamel,Particulier,Actif,Compte courant,37,Alger,Industrie,Crédit d'investissement,4.6,82200.0,65700.0,421000.0,10300.0,48,8.23,88.0,0.638,2,0,60,1,51.9,-28800.0,101.0
BNA001395,Boudiaf,Mourad,Particulier,Actif,Compte professionnel,27,Batna,BTPH,Crédit personnel,7.1,103900.0,65400.0,451000.0,8300.0,60,4.18,80.5,0.293,1,1,60,4,50.5,54400.0,75.6
BNA001396,Dahmani,Samir,Particulier,Actif,Compte épargne,25,Sétif,Transport,Crédit d'exploitation,11.0,153100.0,30900.0,1242000.0,22400.0,60,3.19,55.9,0.727,1,0,0,0,28.5,462400.0,69.1
BNA001397,Mansouri,Adel,Grande Entreprise,Actif,Compte courant,60,Djelfa,BTPH,Crédit immobilier,11.7,1047000.0,525100.0,9640000.0,189800.0,60,6.77,81.9,0.273,2,1,15,1,59.1,-1405900.0,47.2
BNA001398,Belkacem,Farid,Particulier,Actif,Compte entreprise,31,Annaba,Services,Crédit d'exploitation,9.2,57100.0,39700.0,297000.0,6700.0,48,3.61,78.8,0.708,2,0,30,1,33.6,30500.0,130.2
BNA001399,Nouri,Zakaria,Grande Entreprise,Actif,Compte courant,32,Blida,Services,Crédit immobilier,7.6,3465100.0,2668900.0,22830000.0,1995900.0,12,8.94,67.9,0.312,2,1,90,1,39.9,753200.0,53.6
BNA001400,Mebarki,Ilyes,Particulier,Actif,Compte épargne,37,Blida,Santé,Crédit personnel,13.4,110800.0,54400.0,803000.0,19200.0,48,6.89,58.1,0.558,3,0,15,3,62.2,11100.0,37.4
BNA001401,Amrani,Farid,Professionnel,Actif,Compte épargne,25,Sétif,Agriculture,Crédit personnel,8.3,116400.0,77000.0,1367000.0,30600.0,48,3.61,79.4,0.21,1,1,5,0,64.2,27300.0,55.7
BNA001402,Gacem,Islam,Particulier,Actif,Compte épargne,42,Constantine,BTPH,Crédit immobilier,2.3,78800.0,42400.0,1054000.0,16300.0,84,7.69,95.0,0.159,1,3,5,4,38.0,61800.0,13.0
BNA001403,Nouri,Yacine,Particulier,Actif,Compte professionnel,62,Oran,Santé,Crédit personnel,17.8,105200.0,69900.0,453000.0,20600.0,24,8.43,68.5,0.146,0,1,45,3,70.6,114200.0,33.6
BNA001404,Larbi,Tarek,Particulier,Actif,Compte professionnel,63,Béjaïa,BTPH,Crédit d'exploitation,2.8,61300.0,19200.0,200000.0,4500.0,48,3.92,73.5,0.648,0,0,120,0,36.5,32500.0,16.2
BNA001405,Ferhat,Ahmed,Particulier,Actif,Compte entreprise,29,Blida,BTPH,Crédit immobilier,10.7,44800.0,15000.0,292000.0,8700.0,36,4.77,30.3,0.778,1,0,0,1,16.4,83900.0,141.6
BNA001406,Chibani,Youcef,PME,Actif,Compte courant,34,Laghouat,Commerce,Crédit personnel,3.8,512600.0,304000.0,3281000.0,286600.0,12,8.75,88.1,0.383,0,0,150,2,49.2,-732200.0,99.3
BNA001407,Chibani,Adel,Particulier,Actif,Compte entreprise,47,Laghouat,Services,Crédit d'exploitation,5.7,107500.0,69100.0,1009000.0,20900.0,60,8.91,80.3,0.865,1,4,30,1,32.7,-234400.0,69.3
BNA001408,Benali,Farid,Grande Entreprise,Actif,Compte épargne,63,Batna,Santé,Crédit personnel,20.0,1713200.0,1214100.0,5381000.0,102400.0,60,5.34,84.0,0.222,2,0,0,2,48.5,4476500.0,0.0
BNA001409,Belaid,Rachid,Particulier,Actif,Compte entreprise,58,Blida,BTPH,Crédit d'exploitation,11.4,50900.0,34800.0,474000.0,11700.0,48,8.49,83.2,0.599,2,1,180,1,23.1,-47100.0,71.5
BNA001410,Boudiaf,Nassim,Particulier,Actif,Compte épargne,65,Blida,Services,Crédit d'investissement,16.9,122700.0,77800.0,923000.0,18000.0,60,6.26,91.4,0.415,5,1,30,1,33.9,217800.0,64.1
BNA001411,Belkacem,Nabil,PME,Actif,Compte courant,59,Blida,BTPH,Crédit immobilier,7.2,615500.0,329100.0,2393000.0,49400.0,60,8.74,89.1,0.496,2,1,45,3,61.4,510300.0,22.5
BNA001412,Larbi,Ahmed,Particulier,Actif,Compte épargne,62,Alger,Services,Crédit immobilier,11.2,35000.0,15000.0,200000.0,4100.0,60,8.54,55.8,0.326,1,2,30,1,34.4,-25200.0,54.2
BNA001413,Belaid,Aymen,Professionnel,Actif,Compte courant,48,Laghouat,BTPH,Crédit immobilier,3.4,100300.0,42800.0,760000.0,18200.0,48,7.06,81.9,0.058,2,1,150,1,41.3,146700.0,67.7
BNA001414,Slimani,Farid,Particulier,Actif,Compte professionnel,54,Batna,Industrie,Crédit immobilier,10.1,49800.0,26900.0,244000.0,4500.0,60,4.24,92.6,0.469,3,4,30,4,48.4,8000.0,55.8
BNA001415,Mebarki,Hichem,Particulier,Actif,Compte courant,24,Oran,Santé,Crédit d'exploitation,6.9,129900.0,92400.0,840000.0,26300.0,36,7.86,80.4,0.265,2,3,90,1,64.8,-145300.0,75.3
BNA001416,Mebarki,Ilyes,PME,Actif,Compte épargne,48,Béjaïa,Santé,Crédit d'exploitation,14.0,972500.0,792000.0,9955000.0,183500.0,60,4.03,42.2,0.227,2,0,45,3,49.4,-121000.0,18.1
BNA001417,Haddad,Nassim,Particulier,Actif,Compte courant,60,Béjaïa,Commerce,Crédit immobilier,6.0,79100.0,32700.0,903000.0,20000.0,48,3.07,24.0,0.791,0,0,0,1,13.2,130600.0,158.2
BNA001418,Yahiaoui,Yacine,Particulier,Actif,Compte professionnel,58,Batna,Services,Crédit équipement,8.3,107100.0,38700.0,1191000.0,28700.0,48,7.25,15.1,0.736,0,0,0,1,21.9,75400.0,135.6
BNA001419,Cherif,Bilal,PME,Actif,Compte épargne,56,Biskra,Santé,Crédit d'exploitation,4.3,1250600.0,642300.0,10490000.0,178700.0,72,6.97,93.7,0.407,1,0,30,1,23.2,131700.0,66.2
BNA001420,Mebarki,Oussama,Particulier,Actif,Compte courant,44,Alger,BTPH,Crédit d'exploitation,4.1,94500.0,43800.0,519000.0,9300.0,72,8.69,89.8,0.508,1,1,45,1,67.0,2800.0,90.7
BNA001421,Rahmani,Islam,Professionnel,Actif,Compte entreprise,64,Béjaïa,Transport,Crédit immobilier,8.4,180700.0,102400.0,1924000.0,29300.0,72,3.11,48.8,0.359,5,0,15,2,30.2,450100.0,97.7
BNA001422,Mebarki,Walid,Professionnel,Actif,Compte courant,52,Alger,Industrie,Crédit d'investissement,6.5,199900.0,28000.0,1574000.0,38500.0,48,8.05,53.6,0.606,0,0,0,0,6.1,480500.0,153.4
BNA001423,Ferhat,Ahmed,Grande Entreprise,Inactif,Compte courant,31,Biskra,Transport,Crédit équipement,9.1,548100.0,262900.0,1479000.0,64700.0,24,4.72,85.3,0.476,2,3,60,2,27.9,611200.0,64.2
BNA001424,Dahmani,Mohamed,PME,Actif,Compte courant,52,Biskra,Santé,Crédit d'investissement,6.7,302800.0,160400.0,2107000.0,44700.0,60,9.95,65.9,0.647,1,3,45,1,30.0,29200.0,12.9
BNA001425,Benyahia,Tarek,PME,Actif,Compte courant,35,Alger,Agriculture,Crédit équipement,10.9,1103500.0,565000.0,11736000.0,180800.0,72,3.48,90.7,0.227,2,1,60,3,41.8,2260700.0,37.6
BNA001426,Benali,Tarek,Particulier,Actif,Compte courant,50,Batna,Services,Crédit d'investissement,5.6,103800.0,54300.0,2117000.0,95500.0,24,7.75,80.7,0.102,0,4,90,1,74.4,94600.0,43.8
BNA001427,Mebarki,Salim,Particulier,Actif,Compte professionnel,23,Oran,Transport,Crédit immobilier,20.0,65100.0,21800.0,612000.0,13600.0,48,3.3,81.5,0.479,3,1,150,2,48.1,52400.0,79.6
BNA001428,Gacem,Rachid,Professionnel,Actif,Compte épargne,33,Blida,Industrie,Crédit personnel,6.9,176200.0,81300.0,1809000.0,45800.0,48,9.96,59.0,0.626,4,1,45,1,58.0,73300.0,40.8
BNA001429,Dahmani,Aymen,Particulier,Actif,Compte courant,42,Batna,Transport,Crédit personnel,11.5,104400.0,76800.0,777000.0,23700.0,36,6.06,67.9,0.23,1,0,60,4,30.5,-33500.0,76.8
BNA001430,Nouri,Amine,Professionnel,Actif,Compte courant,29,Batna,Services,Crédit d'investissement,2.7,151800.0,99500.0,1511000.0,48800.0,36,10.09,84.5,0.421,1,1,60,1,64.2,256600.0,28.3
BNA001431,Saidi,Hichem,Particulier,Actif,Compte professionnel,59,Djelfa,Commerce,Crédit d'investissement,8.3,79000.0,29800.0,307000.0,7000.0,48,4.74,69.6,0.551,0,2,60,0,51.1,11400.0,97.3
BNA001432,Boudiaf,Adel,Particulier,Actif,Compte courant,39,Biskra,Transport,Crédit personnel,8.4,209400.0,116500.0,2926000.0,56800.0,60,6.18,74.5,0.37,0,1,15,2,26.9,66100.0,78.5
BNA001433,Mansouri,Mourad,Particulier,Actif,Compte courant,39,Sétif,BTPH,Crédit personnel,8.7,126000.0,58200.0,592000.0,8300.0,84,4.66,58.3,0.69,2,0,90,0,34.1,142800.0,66.6
BNA001434,Zerrouki,Salim,Professionnel,Inactif,Compte courant,30,Constantine,Commerce,Crédit personnel,2.9,120600.0,85300.0,714000.0,15300.0,60,10.47,87.2,0.26,0,1,30,1,62.5,-128200.0,51.2
BNA001435,Saidi,Nassim,PME,Actif,Compte épargne,23,Djelfa,Services,Crédit personnel,12.5,179400.0,121900.0,1473000.0,36800.0,48,9.17,90.3,0.299,1,0,120,0,42.9,93700.0,99.3
BNA001436,Chibani,Farid,Particulier,Actif,Compte courant,42,Sétif,Commerce,Crédit d'exploitation,4.1,48300.0,15000.0,200000.0,3200.0,84,9.15,26.4,0.729,0,0,0,1,24.6,105100.0,107.3
BNA001437,Chibani,Ibrahim,PME,Actif,Compte courant,63,Annaba,Pharmacie,Crédit d'exploitation,5.8,815500.0,645800.0,5310000.0,105400.0,60,7.1,90.6,0.164,1,1,30,3,31.6,-276300.0,57.3
BNA001438,Slimani,Ahmed,PME,Actif,Compte courant,29,Sétif,Transport,Crédit d'investissement,1.5,2081500.0,1110400.0,27530000.0,439300.0,72,4.68,78.2,0.503,2,3,90,2,46.9,2761700.0,123.8
BNA001439,Boudiaf,Youcef,PME,Actif,Compte courant,60,Constantine,Industrie,Crédit immobilier,20.0,610400.0,218200.0,3677000.0,63800.0,72,7.61,27.3,0.86,0,0,0,1,30.4,702600.0,126.3
BNA001440,Benyahia,Samir,Particulier,Actif,Compte entreprise,60,Annaba,Commerce,Crédit personnel,3.7,77200.0,51500.0,691000.0,16300.0,48,6.1,72.6,0.19,2,0,90,1,27.0,80000.0,47.4
BNA001441,Bensalem,Hichem,Professionnel,Actif,Compte épargne,63,Constantine,Services,Crédit équipement,3.5,305900.0,95200.0,3409000.0,80900.0,48,6.54,22.7,0.858,0,0,5,1,34.8,931400.0,89.9
BNA001442,Ferhat,Nassim,Particulier,Actif,Compte courant,44,Blida,Pharmacie,Crédit d'investissement,8.3,68700.0,32100.0,1272000.0,19900.0,84,8.1,72.5,0.368,3,0,5,1,39.1,53100.0,48.9
BNA001443,Yahiaoui,Mohamed,Particulier,Actif,Compte courant,24,Constantine,Pharmacie,Crédit d'investissement,6.0,39800.0,19500.0,200000.0,5000.0,48,8.98,16.1,0.689,2,0,0,0,19.4,108600.0,156.0
BNA001444,Ferhat,Nabil,Particulier,Actif,Compte épargne,43,Annaba,BTPH,Crédit d'exploitation,4.2,71700.0,45800.0,744000.0,12600.0,72,6.7,83.3,0.563,2,5,90,0,33.1,5100.0,27.8
BNA001445,Bensalem,Kamel,Particulier,Actif,Compte courant,30,Sétif,Services,Crédit d'investissement,4.2,97100.0,59800.0,547000.0,13100.0,48,6.94,77.2,0.422,2,1,60,2,41.4,-57800.0,61.2
BNA001446,Khelifi,Amine,Grande Entreprise,Actif,Compte épargne,55,Blida,Commerce,Crédit d'investissement,7.8,3598500.0,602700.0,16865000.0,356700.0,60,9.8,18.6,0.904,0,0,0,1,33.6,-1668000.0,56.2
BNA001447,Zerrouki,Zakaria,Particulier,Actif,Compte courant,40,Sétif,Industrie,Crédit équipement,3.1,98200.0,56600.0,1539000.0,47700.0,36,7.19,80.2,0.499,5,1,45,2,50.2,54100.0,47.7
BNA001448,Boudiaf,Bilal,Particulier,Actif,Compte courant,38,Tlemcen,Transport,Crédit immobilier,12.0,79500.0,41000.0,597000.0,11000.0,60,4.2,85.3,0.441,0,1,60,1,57.5,12000.0,69.2
BNA001449,Gacem,Riad,Particulier,Actif,Compte courant,65,Béjaïa,Pharmacie,Crédit équipement,4.3,182900.0,79000.0,871000.0,20200.0,48,5.23,25.6,0.876,0,0,0,0,13.4,200800.0,115.0
